dataset,model,coherence_c_v,coherence_c_uci,coherence_c_npmi,coherence_u_mass,diversity,supervised_correlation
20NewsGroup,LDAModel,0.6039395793309315,0.6734762122727376,0.09666211074210855,-1.883472400997427,0.7610000000000001,0.4013168611686413
20NewsGroup,BERTopicModel,0.47227684579520035,0.12509741591791315,0.053754688296906564,-2.3063782144649614,0.8038095238095238,0.26883977742945714
20NewsGroup,GuidedLDAModel,0.4628604387201306,-0.20587314956611621,0.02587275266039507,-2.436411205304269,0.985,0.36151132902462724
20NewsGroup,GuidedBERTopicModel,0.5288948735808959,0.20307512557727178,0.07161339500762146,-2.2637787334743145,0.8142857142857143,0.3183571956801717
