dataset,model,coherence_c_v,coherence_c_uci,coherence_c_npmi,coherence_u_mass,diversity,supervised_correlation
BBC_News,LDAModel,0.49395522962115895,0.27926477472167693,0.04036594467524399,-2.368924449222922,0.9199999999999999,0.7601894069292484
BBC_News,BERTopicModel,0.4339292385153753,-0.4191289458677779,0.0028304519952782868,-2.499619160883974,0.8399999999999999,0.6274192331760007
BBC_News,GuidedLDAModel,0.4981615188485008,0.08230593797658008,0.03758281412748553,-2.235176956977524,0.9200000000000002,0.5885035080665993
BBC_News,GuidedBERTopicModel,0.49039730769342776,-0.18838763571885242,0.02622477806892103,-2.2326165446214548,0.8833333333333332,0.9223477719903646
