class_raw_keywords,class_result_keywords
"['eat', 'meal', 'restaurant']","['meal', 'eat', 'food', 'breakfast', 'snack', 'pizza', 'delicious', 'cuisine', 'salad', 'sushi', 'dessert', 'burger', 'steak', 'soup', 'chicken', 'bread', 'sandwich', 'fries', 'dish', 'feast', 'coffee', 'taste', 'cheese', 'fish', 'baked', 'tacos', 'barbecue', 'kitchen', 'healthy', 'curry', 'fresh', 'chili', 'good', 'grill', 'chocolate', 'treats', 'pie', 'bite', 'ramen', 'whole', 'nachos', 'treat', 'spicy', 'day', 'favorite', 'juice', 'cheesecake', 'freshly', 'spend', 'sweet', 'bagel', 'platter', 'morning', 'dumplings', 'salmon', 'greasy', 'delightful', 'way', 'time', 'cookies', 'smoothie', 'friends', 'well', 'crispy', 'cream', 'omelet', 'actually', 'bowl', 'nothing', 'soda', 'risotto', 'much', 'warm', 'macaroni', 'perfect', 'like', 'edible', 'satisfying', 'bad', 'living', 'sour', 'delight', 'quick', 'thanksgiving', 'cold', 'banana', 'slice', 'gelato', 'italian', 'hot', 'flavors', 'ribs', 'french', 'chinese', 'fast', 'staple', 'thai', 'often', 'oven', 'nuts', 'ice', 'big', 'pot', 'large', 'water', 'around', 'surprisingly', 'comfort', 'start', 'mango', 'mediterranean', 'many', 'decadent', 'back', 'croissant', 'variety', 'love', 'comforting', 'swallow', 'live', 'rolls', 'slow', 'bird', 'pho', 'steaming', 'cheesy', 'times', 'long', 'celebration', 'made', 'quesadilla', 'found', 'indulgent', 'different', 'apple', 'animals', 'creamy', 'vitamins', 'indulgence', 'plate', 'dim', 'goodness', 'lives', 'cats', 'weight', 'hunt', 'work', 'incredible', 'escape', 'superb', 'incredibly', 'carnivore', 'tropical', 'catching', 'charcuterie', 'hanging', 'red', 'palate', 'carnivorous', 'sum', 'lime', 'scoop', 'aroma', 'leaves', 'crisp', 'teeth', 'change', 'seasoned', 'reach', 'ritual', 'worthy', 'move', 'orange', 'ants', 'brings', 'finger', 'sharing', 'colorful', 'despite', 'sized', 'use', 'soul', 'slurp', 'giant', 'plants', 'mates', 'straight', 'high', 'offers', 'gooey', 'golden', 'mezze', 'king', 'buttery', 'directions', 'prey', 'childhood', 'tooth', 'called', 'legs', 'dances', 'squeezed', 'bears', 'complex', 'known', 'attract', 'lions', 'bone', 'chilly', 'irresistible', 'due', 'turtles', 'treasure', 'impressive', 'world', 'earth', 'licking', 'bees', 'mistaken', 'cure', 'squirrels', 'land', 'fills', 'nature', 'moving', 'adorable', 'body', 'eyes', 'lizards', 'creatures', 'classic', 'bison', 'new', 'north', 'vibrant', 'ripe', 'split', 'jungle', 'eye', 'skin', 'crops', 'primarily', 'group', 'social', 'snakes', 'brewing', 'fizzy', 'memories', 'vast', 'carrying', 'shells', 'texture', 'years', 'flaky', 'york', 'tails', 'upside', 'closely', 'art', 'reaching', 'bliss', 'size', 'italy', 'groups', 'chip', 'america', 'elephants', 'board', 'millions', 'gratitude', 'sharp', 'ball', 'pink', 'hop', 'strong', 'antioxidants', 'pure', 'crows', 'tight', 'warms', 'threatened', 'mammals', 'appearance', 'tropics', 'runners', 'sizzle', 'reptiles', 'gentle', 'herbivorous', 'versatile', 'key', 'crucial', 'murder', 'communicate', 'largest', 'feathers', 'beats', 'eagles', 'marine', 'journeys', 'tongues', 'dragons', 'relative', 'alligators', 'information', 'independently', 'complements', 'crocodiles', 'undergo', 'sources', 'herds', 'masters', 'curl', '60', 'display', 'convey', 'symphony', 'protect', 'spawn', 'bald', 'jaws', 'hummingbirds', 'hind', 'flexible', 'scavengers', 'fastest', 'roamed', 'color', 'pandas', 'polar', 'kangaroos', 'knit', 'slender', 'swimmers', 'horn', 'giraffes', 'bulky', 'flamingos', 'related', 'necks', 'j', 'spiral', 'combines', 'hippos', 'gorillas', 'hyenas', 'capable', 'skilled', 'peacocks', 'pb', 'bursts', 'harmoniously', 'powerful', 'speeds', 'protective', 'eucalyptus', 'mobs', 'primates', 'americas', 'cheetahs', 'hedgehogs', 'armor', 'soothes', 'streams', 'camouflage', 'inflate', 'pollinators', 'keratin', 'honeybees', 'koalas', 'simmers', 'bushy', 'sloths', 'talons', 'plumage', 'manatees', 'pufferfish', 'komodo', 'natal', 'armadillos', 'chameleons', 'spiky', 'mph', 'octopuses', 'handheld', 'marsupials', 'meerkats', 'jaguars', 'tusk', 'narwhal', 'rhinoceroses']"
"['pet', 'dog', 'cat']","['cats', 'animals', 'bird', 'treats', 'food', 'adorable', 'bite', 'eat', 'fish', 'bears', 'chicken', 'treat', 'teeth', 'healthy', 'squirrels', 'hunt', 'eye', 'bad', 'lions', 'snakes', 'tooth', 'tails', 'creatures', 'friends', 'gentle', 'like', 'eyes', 'way', 'favorite', 'love', 'reptiles', 'sweet', 'prey', 'good', 'big', 'snack', 'chocolate', 'meal', 'cold', 'hanging', 'actually', 'licking', 'perfect', 'bone', 'elephants', 'nature', 'turtles', 'long', 'nothing', 'often', 'hind', 'golden', 'living', 'giant', 'escape', 'lives', 'carnivore', 'well', 'pink', 'skin', 'sized', 'much', 'legs', 'kitchen', 'water', 'pizza', 'protective', 'cure', 'polar', 'feathers', 'found', 'weight', 'catching', 'protect', 'large', 'chinese', 'dragons', 'mammals', 'lizards', 'time', 'red', 'day', 'body', 'york', 'america', 'around', 'back', 'vitamins', 'carnivorous', 'art', 'whole', 'childhood', 'hedgehogs', 'coffee', 'orange', 'french', 'burger', 'carrying', 'move', 'finger', 'quick', 'comfort', 'world', 'cookies', 'bees', 'pie', 'soul', 'spend', 'breakfast', 'treasure', 'soda', 'soup', 'warm', 'moving', 'use', 'different', 'cream', 'many', 'mistaken', 'swallow', 'taste', 'delight', 'live', 'jungle', 'plants', 'ball', 'variety', 'ice', 'size', 'new', 'hot', 'bowl', 'pot', 'delightful', 'mates', 'bread', 'bison', 'apple', 'pandas', 'sandwich', 'italian', 'ants', 'king', 'dish', 'made', 'bald', 'change', 'earth', 'morning', 'incredibly', 'sushi', 'pure', 'comforting', 'cheese', 'edible', 'baked', 'curl', 'colorful', 'alligators', 'fast', 'barbecue', 'grill', 'steak', 'fries', 'primates', 'banana', 'start', 'irresistible', 'salad', 'juice', 'delicious', 'high', 'cheetahs', 'work', 'chili', 'jaws', 'times', 'color', 'known', 'salmon', 'fresh', 'information', 'attract', 'related', 'goodness', 'marine', 'leaves', 'nuts', 'due', 'slow', 'horn', 'worthy', 'greasy', 'called', 'closely', 'thai', 'incredible', 'brings', 'crows', 'relative', 'hop', 'kangaroos', 'sharp', 'thanksgiving', 'feast', 'crocodiles', 'social', 'appearance', 'despite', 'north', 'straight', 'plate', 'dessert', 'memories', 'macaroni', 'giraffes', 'upside', 'classic', 'strong', 'italy', 'surprisingly', 'curry', 'rolls', 'reach', 'gorillas', 'threatened', 'board', 'group', 'scoop', 'tropical', 'directions', 'oven', 'masters', 'spawn', 'key', 'murder', 'communicate', 'sharing', 'knit', 'peacocks', 'eagles', 'years', 'largest', 'swimmers', 'hyenas', 'land', 'bagel', 'chip', 'camouflage', 'aroma', 'offers', 'crucial', 'meerkats', 'koalas', 'ramen', 'staple', 'indulgence', 'freshly', 'ritual', 'armor', 'runners', 'primarily', 'ribs', 'j', 'tight', 'herds', 'pho', 'fastest', 'capable', 'sour', 'groups', 'bushy', 'cheesecake', 'spicy', 'chilly', 'texture', 'lime', 'bliss', 'smoothie', 'steaming', 'superb', 'display', 'split', 'necks', 'flexible', 'slice', 'bulky', 'tongues', 'skilled', 'sloths', 'americas', 'jaguars', 'hippos', 'herbivorous', 'powerful', 'satisfying', 'fills', 'reaching', 'cuisine', 'gratitude', 'millions', 'tacos', 'crops', 'versatile', 'dances', 'dim', 'chameleons', 'warms', 'cheesy', 'scavengers', 'spiral', 'vast', 'brewing', 'seasoned', 'palate', 'flamingos', 'beats', 'indulgent', 'convey', 'complex', 'sum', 'handheld', 'crispy', 'slender', 'shells', 'spiky', 'hummingbirds', 'armadillos', 'nachos', 'mediterranean', 'celebration', 'talons', 'soothes', 'journeys', 'squeezed', 'dumplings', '60', 'manatees', 'flaky', 'undergo', 'mango', 'tusk', 'flavors', 'antioxidants', 'decadent', 'platter', 'komodo', 'plumage', 'impressive', 'vibrant', 'marsupials', 'roamed', 'tropics', 'narwhal', 'natal', 'gelato', 'symphony', 'slurp', 'gooey', 'independently', 'creamy', 'sources', 'mobs', 'eucalyptus', 'combines', 'crisp', 'pb', 'croissant', 'octopuses', 'keratin', 'fizzy', 'ripe', 'honeybees', 'bursts', 'speeds', 'risotto', 'pufferfish', 'buttery', 'mph', 'omelet', 'inflate', 'streams', 'complements', 'quesadilla', 'pollinators', 'charcuterie', 'sizzle', 'harmoniously', 'rhinoceroses', 'simmers', 'mezze']"
